player,date,league_name,team_name,opponent_name,fantasy_points,min,position,goals,assists,shots,shots_on_goal,crosses,fouls_drawn,fouls_committed,tackles_won,interceptions,yellow_cards,red_cards,penalty_kick_miss,clean_sheet,goals_allowed,accurate_passes,shots_assisted,shootout_goals,shootout_misses,game_started,year,month,day,saves,wins,penalty_kick_saved,shootout_saves,points,is_star_of_match
Michy Batshuayi,2021-03-30,European World Cup Qualifiers,Belgium,Belarus,23.84,64,F,1,1,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,17.0,3.0,0.0,0.0,1,2021,3,30,0.0,0.0,0.0,0.0,9.0,0
Leon Goretzka,2019-06-11,European Championship Qualifiers,Germany,Estonia,23.8,90,M,1,0,5.0,2.0,0.0,2.0,1.0,2.0,0.0,0,0,0,1,0,115.0,1.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,8.0,0
Marcelo Brozovic,2019-09-06,European Championship Qualifiers,Croatia,Slovakia,23.8,90,M,0,2,4.0,0.0,1.0,0.0,1.0,4.0,0.0,0,0,0,1,0,80.0,2.0,0.0,0.0,1,2019,9,6,0.0,0.0,0.0,0.0,9.0,0
Christian Eriksen,2020-10-14,UEFA Nations League,Denmark,England,23.78,90,M,1,0,3.0,1.0,6.0,2.0,1.0,1.0,0.0,0,0,0,1,0,54.0,2.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,8.0,1
Diogo Jota,2020-09-05,UEFA Nations League,Portugal,Croatia,23.78,90,M,1,0,5.0,2.0,4.0,2.0,2.0,0.0,0.0,0,0,0,0,1,49.0,2.0,0.0,0.0,1,2020,9,5,0.0,0.0,0.0,0.0,7.0,0
John McGinn,2019-11-16,European Championship Qualifiers,Scotland,Cyprus,23.76,90,M,1,1,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1,0,0,0,1,13.0,1.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,9.0,1
Ezgjan Alioski,2018-09-09,UEFA Nations League,North Macedonia,Armenia,23.74,90,M,1,0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0,0,0,1,0,17.0,2.0,0.0,0.0,1,2018,9,9,0.0,0.0,0.0,0.0,8.0,1
Georginio Wijnaldum,2019-09-06,European Championship Qualifiers,Netherlands,Germany,23.7,90,M,1,1,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0,0,0,0,2,35.0,2.0,0.0,0.0,1,2019,9,6,0.0,0.0,0.0,0.0,10.0,1
Lorenzo Insigne,2019-06-08,European Championship Qualifiers,Italy,Greece,23.7,90,M,1,0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0,0,0,1,0,65.0,2.0,0.0,0.0,1,2019,6,8,0.0,0.0,0.0,0.0,8.0,0
Yevhen Konoplyanka,2018-09-06,UEFA Nations League,Ukraine,Czech Republic,23.7,77,M,1,0,3.0,2.0,5.0,3.0,1.0,0.0,2.0,0,0,0,0,1,35.0,1.0,0.0,0.0,1,2018,9,6,0.0,0.0,0.0,0.0,7.0,1
Joakim Maehle Pedersen,2020-10-07,International Friendlies,Denmark,Faroe Islands,23.64,90,D,1,0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0,0,0,1,0,57.0,1.0,0.0,0.0,1,2020,10,7,0.0,0.0,0.0,0.0,12.0,1
Memphis Depay,2020-09-04,UEFA Nations League,Netherlands,Poland,23.58,90,F,0,0,6.0,1.0,10.0,8.0,1.0,0.0,0.0,1,0,0,1,0,29.0,3.0,0.0,0.0,1,2020,9,4,0.0,0.0,0.0,0.0,1.0,0
David Alaba,2019-11-16,European Championship Qualifiers,Austria,North Macedonia,23.56,89,M,1,0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,0,0,0,0,1,28.0,3.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,7.0,0
Federico Bernardeschi,2020-11-11,International Friendlies,Italy,Estonia,23.5,71,M,1,0,2.0,2.0,7.0,1.0,0.0,0.0,0.0,0,0,0,1,0,30.0,3.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,8.0,0
Luka Modric,2019-09-09,European Championship Qualifiers,Croatia,Azerbaijan,23.5,90,M,1,0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,0,0,0,0,1,85.0,1.0,0.0,0.0,1,2019,9,9,0.0,0.0,0.0,0.0,7.0,1
Harry Kane,2018-11-18,UEFA Nations League,England,Croatia,23.44,90,F,1,0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,1,12.0,2.0,0.0,0.0,1,2018,11,18,0.0,0.0,0.0,0.0,6.0,1
Viktor Tsygankov,2019-03-25,European Championship Qualifiers,Ukraine,Luxembourg,23.42,90,M,1,0,3.0,1.0,6.0,1.0,1.0,1.0,0.0,0,0,0,0,1,36.0,3.0,0.0,0.0,1,2019,3,25,0.0,0.0,0.0,0.0,7.0,1
Antoine Griezmann,2021-03-31,European World Cup Qualifiers,France,Bosnia and Herzegovina,23.32,90,F,1,0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0,0,0,1,0,31.0,2.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,6.0,1
Oleksandr Karavaev,2019-06-07,European Championship Qualifiers,Ukraine,Serbia,23.3,90,D,0,2,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0,0,0,1,0,45.0,2.0,0.0,0.0,1,2019,6,7,0.0,0.0,0.0,0.0,12.0,0
Ivan Perisic,2019-11-16,European Championship Qualifiers,Croatia,Slovakia,23.28,82,M,1,0,5.0,3.0,4.0,0.0,2.0,1.0,0.0,0,0,0,0,1,24.0,2.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,7.0,1
Antoine Griezmann,2019-10-14,European Championship Qualifiers,France,Turkey,23.26,90,F,0,1,5.0,2.0,7.0,0.0,2.0,1.0,0.0,1,0,0,0,1,43.0,6.0,0.0,0.0,1,2019,10,14,0.0,0.0,0.0,0.0,4.0,0
Ryan Fraser,2018-11-20,UEFA Nations League,Scotland,Israel,23.26,90,M,0,2,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0,0,0,0,2,23.0,4.0,0.0,0.0,1,2018,11,20,0.0,0.0,0.0,0.0,8.0,0
Federico Bernardeschi,2019-10-12,European Championship Qualifiers,Italy,Greece,23.24,51,M,1,0,4.0,1.0,7.0,0.0,1.0,1.0,1.0,0,0,0,0,0,17.0,2.0,0.0,0.0,0,2019,10,12,0.0,0.0,0.0,0.0,6.0,0
Ilkay Gündogan,2021-03-25,European World Cup Qualifiers,Germany,Iceland,23.22,90,M,1,0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,0,0,0,1,0,141.0,4.0,0.0,0.0,1,2021,3,25,0.0,0.0,0.0,0.0,8.0,0
David Alaba,2021-03-28,European World Cup Qualifiers,Austria,Faroe Islands,23.18,64,M,0,1,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,1,44.0,6.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,5.0,0
Artem Dzyuba,2019-03-24,European Championship Qualifiers,Russia,Kazakhstan,23.16,82,F,1,1,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0,0,0,1,0,13.0,2.0,0.0,0.0,1,2019,3,24,0.0,0.0,0.0,0.0,9.0,0
Dries Mertens,2019-09-06,European Championship Qualifiers,Belgium,San Marino,23.08,35,F,1,0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0,24.0,2.0,0.0,0.0,0,2019,9,6,0.0,0.0,0.0,0.0,5.0,0
Dani Olmo,2021-03-31,European World Cup Qualifiers,Spain,Kosovo,23.06,82,M,1,0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,43.0,4.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,7.0,1
Bruno Fernandes,2019-11-17,European Championship Qualifiers,Portugal,Luxembourg,23.0,89,M,1,0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,0,0,0,1,0,55.0,0.0,0.0,0.0,1,2019,11,17,0.0,0.0,0.0,0.0,8.0,1
David Alaba,2018-09-06,International Friendlies,Austria,Sweden,23.0,65,M,1,0,2.0,2.0,7.0,0.0,1.0,0.0,0.0,0,0,0,1,0,30.0,1.0,0.0,0.0,1,2018,9,6,0.0,0.0,0.0,0.0,8.0,1
Serge Gnabry,2018-11-15,International Friendlies,Germany,Russia,22.96,73,M,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,13.0,3.0,0.0,0.0,1,2018,11,15,0.0,0.0,0.0,0.0,11.0,0
Robert Mak,2021-03-30,European World Cup Qualifiers,Slovakia,Russia,22.94,76,M,1,1,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0,0,0,0,1,17.0,2.0,0.0,0.0,1,2021,3,30,0.0,0.0,0.0,0.0,10.0,1
Goran Pandev,2019-09-09,European Championship Qualifiers,North Macedonia,Latvia,22.86,75,F,1,0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,0,0,0,1,0,18.0,4.0,0.0,0.0,1,2019,9,9,0.0,0.0,0.0,0.0,6.0,0
Grzegorz Krychowiak,2019-11-16,European Championship Qualifiers,Poland,Israel,22.86,84,M,1,0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0,0,0,0,0,48.0,3.0,0.0,0.0,1,2019,11,16,0.0,0.0,0.0,0.0,7.0,1
Marcel Sabitzer,2020-09-04,UEFA Nations League,Austria,Norway,22.86,90,M,1,0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,58.0,3.0,0.0,0.0,1,2020,9,4,0.0,0.0,0.0,0.0,7.0,1
Emil Forsberg,2019-11-15,European Championship Qualifiers,Sweden,Romania,22.84,90,M,0,1,2.0,0.0,11.0,1.0,0.0,2.0,1.0,0,0,0,1,0,32.0,3.0,0.0,0.0,1,2019,11,15,0.0,0.0,0.0,0.0,6.0,0
Vladimír Darida,2019-11-14,European Championship Qualifiers,Czech Republic,Kosovo,22.84,90,M,0,0,2.0,0.0,11.0,3.0,1.0,1.0,0.0,0,0,0,0,1,32.0,9.0,0.0,0.0,1,2019,11,14,0.0,0.0,0.0,0.0,2.0,0
Robert Lewandowski,2019-10-13,European Championship Qualifiers,Poland,North Macedonia,22.82,90,F,0,2,4.0,0.0,0.0,4.0,5.0,1.0,0.0,0,0,0,1,0,16.0,4.0,0.0,0.0,1,2019,10,13,0.0,0.0,0.0,0.0,8.0,1
Leon Goretzka,2020-11-14,UEFA Nations League,Germany,Ukraine,22.8,90,M,0,2,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,1,30.0,2.0,0.0,0.0,1,2020,11,14,0.0,0.0,0.0,0.0,8.0,0
Robert Skov,2019-10-15,International Friendlies,Denmark,Luxembourg,22.8,90,M,0,1,6.0,2.0,6.0,2.0,2.0,0.0,0.0,0,0,0,1,0,30.0,3.0,0.0,0.0,1,2019,10,15,0.0,0.0,0.0,0.0,6.0,0
Ryan Fraser,2021-03-28,European World Cup Qualifiers,Scotland,Israel,22.8,86,M,1,0,1.0,1.0,6.0,3.0,0.0,1.0,0.0,0,0,0,0,1,30.0,2.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,7.0,1
Toni Kroos,2018-09-09,International Friendlies,Germany,Peru,22.8,90,M,0,1,0.0,0.0,7.0,2.0,0.0,4.0,2.0,0,0,0,0,1,95.0,3.0,0.0,0.0,1,2018,9,9,0.0,0.0,0.0,0.0,5.0,1
Antoine Griezmann,2019-10-11,European Championship Qualifiers,France,Iceland,22.7,90,F,0,0,7.0,2.0,7.0,3.0,0.0,2.0,0.0,0,0,0,1,0,40.0,3.0,0.0,0.0,1,2019,10,11,0.0,0.0,0.0,0.0,2.0,0
Jéremy Doku,2020-09-08,UEFA Nations League,Belgium,Iceland,22.7,90,F,1,0,1.0,1.0,8.0,2.0,1.0,1.0,2.0,0,0,0,0,1,30.0,1.0,0.0,0.0,1,2020,9,8,0.0,0.0,0.0,0.0,6.0,0
Cristiano Ronaldo,2019-09-07,European Championship Qualifiers,Portugal,Serbia,22.66,90,F,1,0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,2,33.0,1.0,0.0,0.0,1,2019,9,7,0.0,0.0,0.0,0.0,6.0,0
Lucas Digne,2020-11-11,International Friendlies,France,Finland,22.56,90,D,0,0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,0,0,0,0,2,98.0,4.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,1.0,0
Raheem Sterling,2020-09-05,UEFA Nations League,England,Iceland,22.54,90,M,1,0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,0,0,0,1,0,62.0,1.0,0.0,0.0,1,2020,9,5,0.0,0.0,0.0,0.0,8.0,1
Andrew Robertson,2020-10-08,European Championship Qualifiers,Scotland,Israel,22.52,120,D,0,0,2.0,0.0,13.0,3.0,0.0,1.0,1.0,0,0,0,1,0,46.0,3.0,0.0,0.0,1,2020,10,8,0.0,0.0,0.0,0.0,6.0,1
Kylian Mbappé,2020-10-07,International Friendlies,France,Ukraine,22.46,45,F,1,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,1,18.0,2.0,0.0,0.0,0,2020,10,7,0.0,0.0,0.0,0.0,8.0,0
Lorenzo Pellegrini,2020-10-14,UEFA Nations League,Italy,Netherlands,22.46,72,M,1,0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0,0,0,0,1,18.0,3.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,7.0,1
Magomed Ozdoev,2019-10-13,European Championship Qualifiers,Russia,Cyprus,22.46,90,M,1,0,2.0,1.0,3.0,0.0,1.0,5.0,1.0,0,0,0,1,0,68.0,1.0,0.0,0.0,1,2019,10,13,0.0,0.0,0.0,0.0,8.0,0
Kingsley Coman,2019-09-10,European Championship Qualifiers,France,Andorra,22.44,85,M,1,0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0,0,0,1,0,47.0,2.0,0.0,0.0,1,2019,9,10,0.0,0.0,0.0,0.0,8.0,0
Hakan Calhanoglu,2021-03-24,European World Cup Qualifiers,Turkey,Netherlands,22.38,78,M,1,1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0,0,0,0,2,24.0,1.0,0.0,0.0,1,2021,3,24,0.0,0.0,0.0,0.0,10.0,0
Josip Brekalo,2020-11-11,International Friendlies,Croatia,Turkey,22.38,60,F,1,1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0,3,24.0,2.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,9.0,1
Pierre-Emile Højbjerg,2019-03-21,International Friendlies,Denmark,Kosovo,22.38,90,M,1,0,1.0,1.0,4.0,3.0,0.0,2.0,0.0,0,0,0,0,2,79.0,1.0,0.0,0.0,1,2019,3,21,0.0,0.0,0.0,0.0,7.0,1
Teemu Pukki,2019-06-11,European Championship Qualifiers,Finland,Liechtenstein,22.38,90,F,1,0,5.0,2.0,0.0,2.0,2.0,1.0,0.0,0,0,0,1,0,19.0,3.0,0.0,0.0,1,2019,6,11,0.0,0.0,0.0,0.0,6.0,1
Toni Kroos,2019-11-19,European Championship Qualifiers,Germany,Northern Ireland,22.32,90,M,0,1,2.0,2.0,3.0,1.0,0.0,2.0,1.0,0,0,0,0,1,136.0,4.0,0.0,0.0,1,2019,11,19,0.0,0.0,0.0,0.0,5.0,0
Lorenzo Insigne,2020-09-04,UEFA Nations League,Italy,Bosnia and Herzegovina,22.26,90,M,0,1,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38.0,6.0,0.0,0.0,1,2020,9,4,0.0,0.0,0.0,0.0,5.0,0
Vladimir Coufal,2020-09-04,UEFA Nations League,Czech Republic,Slovakia,22.26,90,D,1,0,3.0,1.0,7.0,3.0,3.0,1.0,0.0,0,0,0,0,1,43.0,0.0,0.0,0.0,1,2020,9,4,0.0,0.0,0.0,0.0,8.0,1
Oleksandr Zinchenko,2021-03-31,European World Cup Qualifiers,Ukraine,Kazakhstan,22.18,90,D,0,1,4.0,0.0,4.0,3.0,1.0,0.0,1.0,1,0,0,0,1,94.0,6.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,4.0,0
Álvaro Morata,2020-11-17,UEFA Nations League,Spain,Germany,22.14,73,F,1,0,4.0,2.0,1.0,4.0,0.0,1.0,0.0,0,0,0,1,0,22.0,0.0,0.0,0.0,1,2020,11,17,0.0,0.0,0.0,0.0,6.0,0
Henrik Dalsgaard,2019-10-15,International Friendlies,Denmark,Luxembourg,22.14,67,D,0,2,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0,0,0,1,0,27.0,2.0,0.0,0.0,1,2019,10,15,0.0,0.0,0.0,0.0,12.0,0
Ezgjan Alioski,2018-09-06,UEFA Nations League,North Macedonia,Gibraltar,22.12,90,M,1,0,2.0,1.0,9.0,2.0,1.0,1.0,0.0,1,0,0,1,0,41.0,1.0,0.0,0.0,1,2018,9,6,0.0,0.0,0.0,0.0,7.0,0
Marcus Rashford,2018-10-15,UEFA Nations League,England,Spain,22.12,90,F,1,1,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,0,0,2,6.0,1.0,0.0,0.0,1,2018,10,15,0.0,0.0,0.0,0.0,9.0,0
Pierre-Emile Højbjerg,2021-03-31,European World Cup Qualifiers,Denmark,Austria,22.12,90,M,1,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,56.0,2.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,11.0,0
Marlos Bonfim,2019-09-07,European Championship Qualifiers,Ukraine,Lithuania,22.1,90,M,1,1,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,80.0,1.0,0.0,0.0,1,2019,9,7,0.0,0.0,0.0,0.0,11.0,0
Ryan Christie,2020-09-04,UEFA Nations League,Scotland,Israel,22.06,90,M,1,0,3.0,1.0,6.0,2.0,1.0,0.0,1.0,0,0,0,0,1,43.0,1.0,0.0,0.0,1,2020,9,4,0.0,0.0,0.0,0.0,7.0,1
Memphis Depay,2020-10-14,UEFA Nations League,Netherlands,Italy,22.04,89,F,0,1,3.0,1.0,10.0,1.0,1.0,0.0,0.0,0,0,0,0,1,27.0,4.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,5.0,0
Silvan Widmer,2020-09-06,UEFA Nations League,Switzerland,Germany,22.04,90,D,1,0,3.0,2.0,1.0,2.0,1.0,2.0,5.0,0,0,0,0,1,17.0,0.0,0.0,0.0,1,2020,9,6,0.0,0.0,0.0,0.0,8.0,1
Georginio Wijnaldum,2020-11-18,UEFA Nations League,Netherlands,Poland,22.02,90,M,1,0,3.0,2.0,0.0,4.0,1.0,1.0,0.0,0,0,0,0,1,26.0,2.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,7.0,1
Harry Wilson,2020-11-18,UEFA Nations League,Wales,Finland,22.02,89,M,1,0,2.0,1.0,4.0,3.0,0.0,1.0,1.0,0,0,0,0,1,36.0,1.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,7.0,1
Mikael Lustig,2018-11-20,UEFA Nations League,Sweden,Russia,22.0,90,D,0,1,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0,0,0,1,0,40.0,4.0,0.0,0.0,1,2018,11,20,0.0,0.0,0.0,0.0,9.0,0
Emerson,2019-06-08,European Championship Qualifiers,Italy,Greece,21.98,68,D,0,1,0.0,0.0,9.0,1.0,0.0,1.0,1.0,0,0,0,1,0,59.0,3.0,0.0,0.0,1,2019,6,8,0.0,0.0,0.0,0.0,9.0,0
Daley Blind,2019-09-09,European Championship Qualifiers,Netherlands,Estonia,21.94,90,D,0,1,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0,0,0,1,0,92.0,4.0,0.0,0.0,1,2019,9,9,0.0,0.0,0.0,0.0,9.0,0
Leroy Sané,2019-06-08,European Championship Qualifiers,Germany,Belarus,21.94,90,M,1,0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0,0,0,1,0,27.0,2.0,0.0,0.0,1,2019,6,8,0.0,0.0,0.0,0.0,8.0,0
Andrea Belotti,2020-11-18,UEFA Nations League,Italy,Bosnia and Herzegovina,21.92,82,F,1,0,6.0,2.0,1.0,3.0,2.0,0.0,0.0,0,0,0,1,0,11.0,1.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,6.0,0
László Kleinheisler,2021-03-31,European World Cup Qualifiers,Hungary,Andorra,21.9,83,M,1,0,5.0,1.0,1.0,5.0,1.0,0.0,0.0,0,0,0,0,0,35.0,0.0,0.0,0.0,1,2021,3,31,0.0,0.0,0.0,0.0,7.0,0
Quincy Promes,2019-11-19,European Championship Qualifiers,Netherlands,Estonia,21.9,90,F,0,1,2.0,1.0,11.0,0.0,0.0,0.0,1.0,0,0,0,1,0,85.0,3.0,0.0,0.0,1,2019,11,19,0.0,0.0,0.0,0.0,5.0,0
Yevhen Konoplyanka,2018-11-16,UEFA Nations League,Ukraine,Slovakia,21.88,65,M,1,0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,0,0,0,0,4,24.0,1.0,0.0,0.0,1,2018,11,16,0.0,0.0,0.0,0.0,7.0,1
Robin Quaison,2019-06-07,European Championship Qualifiers,Sweden,Malta,21.86,85,M,1,0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,0,0,0,1,0,18.0,3.0,0.0,0.0,1,2019,6,7,0.0,0.0,0.0,0.0,8.0,1
Borna Barisic,2019-03-21,European Championship Qualifiers,Croatia,Azerbaijan,21.84,90,D,1,0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0,0,0,0,1,32.0,2.0,0.0,0.0,1,2019,3,21,0.0,0.0,0.0,0.0,8.0,1
Jonas Wind,2021-03-25,European World Cup Qualifiers,Denmark,Israel,21.82,77,F,1,1,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0,0,0,1,0,16.0,1.0,0.0,0.0,1,2021,3,25,0.0,0.0,0.0,0.0,9.0,1
Marcus Rashford,2019-11-14,European Championship Qualifiers,England,Montenegro,21.82,90,F,1,0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0,0,0,1,0,56.0,0.0,0.0,0.0,1,2019,11,14,0.0,0.0,0.0,0.0,6.0,0
Andrea Belotti,2019-11-15,European Championship Qualifiers,Italy,Bosnia and Herzegovina,21.8,90,F,1,1,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0,0,0,1,0,15.0,1.0,0.0,0.0,1,2019,11,15,0.0,0.0,0.0,0.0,9.0,0
Christopher Trimmel,2020-11-11,International Friendlies,Austria,Luxembourg,21.76,90,D,0,1,0.0,0.0,12.0,0.0,2.0,1.0,3.0,0,0,0,1,0,43.0,2.0,0.0,0.0,1,2020,11,11,0.0,0.0,0.0,0.0,9.0,1
Sebastian Larsson,2019-09-05,European Championship Qualifiers,Sweden,Faroe Islands,21.72,73,M,0,2,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0,0,0,1,0,46.0,2.0,0.0,0.0,1,2019,9,5,0.0,0.0,0.0,0.0,9.0,0
João Cancelo,2020-09-05,UEFA Nations League,Portugal,Croatia,21.68,90,D,1,0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,0,0,0,0,1,39.0,1.0,0.0,0.0,1,2020,9,5,0.0,0.0,0.0,0.0,8.0,1
Ben Chilwell,2021-03-25,European World Cup Qualifiers,England,San Marino,21.66,90,D,0,1,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0,0,0,1,0,118.0,5.0,0.0,0.0,1,2021,3,25,0.0,0.0,0.0,0.0,9.0,0
Aleksandar Trajkovski,2020-11-18,UEFA Nations League,North Macedonia,Armenia,21.64,90,F,0,0,5.0,3.0,7.0,6.0,0.0,0.0,0.0,0,0,0,0,1,37.0,2.0,0.0,0.0,1,2020,11,18,0.0,0.0,0.0,0.0,2.0,0
Xherdan Shaqiri,2018-10-12,UEFA Nations League,Switzerland,Belgium,21.64,90,M,0,0,6.0,3.0,5.0,4.0,1.0,0.0,1.0,0,0,0,0,2,57.0,4.0,0.0,0.0,1,2018,10,12,0.0,0.0,0.0,0.0,2.0,0
Luka Modric,2019-10-10,European Championship Qualifiers,Croatia,Hungary,21.62,67,M,1,0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0,0,0,1,0,66.0,2.0,0.0,0.0,1,2019,10,10,0.0,0.0,0.0,0.0,8.0,0
Serge Gnabry,2021-03-28,European World Cup Qualifiers,Germany,Romania,21.62,89,M,1,0,5.0,3.0,0.0,1.0,3.0,0.0,1.0,0,0,0,1,0,31.0,3.0,0.0,0.0,1,2021,3,28,0.0,0.0,0.0,0.0,8.0,1
Viktor Claesson,2019-06-07,European Championship Qualifiers,Sweden,Malta,21.62,90,M,1,0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,0,1,0,31.0,4.0,0.0,0.0,1,2019,6,7,0.0,0.0,0.0,0.0,8.0,1
Ivan Trickovski,2020-11-15,UEFA Nations League,North Macedonia,Estonia,21.58,90,F,1,0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0,0,0,0,1,29.0,3.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,6.0,1
Ricardo Rodríguez,2018-09-08,UEFA Nations League,Switzerland,Iceland,21.54,90,D,0,1,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0,0,0,1,0,62.0,3.0,0.0,0.0,1,2018,9,8,0.0,0.0,0.0,0.0,9.0,0
Fabián Ruiz,2019-10-15,European Championship Qualifiers,Spain,Sweden,21.48,90,M,0,1,4.0,1.0,3.0,1.0,0.0,3.0,0.0,1,0,0,0,1,94.0,4.0,0.0,0.0,1,2019,10,15,0.0,0.0,0.0,0.0,4.0,0
Ezgjan Alioski,2018-10-13,UEFA Nations League,North Macedonia,Liechtenstein,21.4,90,M,1,0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0,0,0,0,1,55.0,3.0,0.0,0.0,1,2018,10,13,0.0,0.0,0.0,0.0,7.0,0
Thomas Meunier,2018-11-15,UEFA Nations League,Belgium,Iceland,21.36,90,D,0,1,4.0,1.0,7.0,0.0,2.0,0.0,3.0,0,0,0,1,0,48.0,1.0,0.0,0.0,1,2018,11,15,0.0,0.0,0.0,0.0,9.0,0
Harry Maguire,2020-11-12,International Friendlies,England,Republic of Ireland,21.34,90,D,1,0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,67.0,0.0,0.0,0.0,1,2020,11,12,0.0,0.0,0.0,0.0,12.0,1
Ivan Perisic,2019-06-08,European Championship Qualifiers,Croatia,Wales,21.34,89,M,1,0,4.0,1.0,7.0,0.0,2.0,1.0,0.0,0,0,0,0,1,22.0,1.0,0.0,0.0,1,2019,6,8,0.0,0.0,0.0,0.0,7.0,1
Ezgjan Alioski,2020-10-14,UEFA Nations League,North Macedonia,Georgia,21.32,90,M,1,0,1.0,1.0,9.0,2.0,4.0,1.0,0.0,1,0,0,0,1,26.0,3.0,0.0,0.0,1,2020,10,14,0.0,0.0,0.0,0.0,6.0,1
Mario Fernandes,2021-03-30,European World Cup Qualifiers,Russia,Slovakia,21.32,90,D,1,0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0,0,0,0,2,46.0,2.0,0.0,0.0,1,2021,3,30,0.0,0.0,0.0,0.0,7.0,0
Daler Kuzyaev,2020-11-15,UEFA Nations League,Russia,Turkey,21.3,70,M,1,1,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0,0,0,0,3,30.0,2.0,0.0,0.0,1,2020,11,15,0.0,0.0,0.0,0.0,10.0,1
