player_id,club_id,name,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,url
604207,130,filippo-rinaldi,Filippo Rinaldi,Italy,Italy,2002-12-04,Goalkeeper,,,188,https://www.transfermarkt.co.uk/filippo-rinaldi/profil/spieler/604207
397486,130,dennis-man,Dennis Man,Romania,Romania,1998-08-26,Attack,Right Winger,Left,183,https://www.transfermarkt.co.uk/dennis-man/profil/spieler/397486
59699,130,simone-iacoponi,Simone Iacoponi,Italy,Italy,1987-04-30,Defender,Centre-Back,Right,180,https://www.transfermarkt.co.uk/simone-iacoponi/profil/spieler/59699
336960,130,giuseppe-pezzella,Giuseppe Pezzella,Italy,Italy,1997-11-29,Defender,Left-Back,Left,187,https://www.transfermarkt.co.uk/giuseppe-pezzella/profil/spieler/336960
613781,130,vasilios-zagaritis,Vasilios Zagaritis,Greece,Greece,2001-05-04,Defender,Left-Back,Left,178,https://www.transfermarkt.co.uk/vasilios-zagaritis/profil/spieler/613781
435648,130,joshua-zirkzee,Joshua Zirkzee,Netherlands,Netherlands,2001-05-22,Attack,Centre-Forward,Right,193,https://www.transfermarkt.co.uk/joshua-zirkzee/profil/spieler/435648
240786,130,riccardo-gagliolo,Riccardo Gagliolo,Italy,Sweden,1990-04-28,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/riccardo-gagliolo/profil/spieler/240786
625202,130,lautaro-valenti,Lautaro Valenti,Argentina,Argentina,1999-01-14,Defender,Centre-Back,Left,188,https://www.transfermarkt.co.uk/lautaro-valenti/profil/spieler/625202
358165,130,yordan-osorio,Yordan Osorio,Venezuela,Venezuela,1994-05-10,Defender,Centre-Back,Right,186,https://www.transfermarkt.co.uk/yordan-osorio/profil/spieler/358165
88683,252,mattia-destro,Mattia Destro,Italy,Italy,1991-03-20,Attack,Centre-Forward,Right,182,https://www.transfermarkt.co.uk/mattia-destro/profil/spieler/88683
272638,252,jerome-onguene,Jerome Onguene,Cameroon,Cameroon,1997-12-22,Defender,Centre-Back,Right,187,https://www.transfermarkt.co.uk/jerome-onguene/profil/spieler/272638
110923,252,mattia-perin,Mattia Perin,Italy,Italy,1992-11-10,Goalkeeper,,Right,188,https://www.transfermarkt.co.uk/mattia-perin/profil/spieler/110923
149829,252,miha-zajc,Miha Zajc,Slovenia,Slovenia,1994-07-01,Midfield,Central Midfield,Right,178,https://www.transfermarkt.co.uk/miha-zajc/profil/spieler/149829
147558,252,lukas-zima,Lukas Zima,Czech Republic,Czech Republic,1994-01-09,Goalkeeper,,Right,196,https://www.transfermarkt.co.uk/lukas-zima/profil/spieler/147558
199274,130,mattia-sprocati,Mattia Sprocati,Italy,Italy,1993-04-28,Attack,Right Winger,Both,178,https://www.transfermarkt.co.uk/mattia-sprocati/profil/spieler/199274
398030,252,giuseppe-caso,Giuseppe Caso,"Napoli, Campania",Italy,1998-12-09,Attack,Left Winger,Right,172,https://www.transfermarkt.co.uk/giuseppe-caso/profil/spieler/398030
570817,130,maxime-busi,Maxime Busi,Belgium,Belgium,1999-10-14,Defender,Right-Back,Right,182,https://www.transfermarkt.co.uk/maxime-busi/profil/spieler/570817
525704,252,nicolo-rovella,Nicolo Rovella,Milano,Italy,2001-12-04,Midfield,Defensive Midfield,Right,179,https://www.transfermarkt.co.uk/nicolo-rovella/profil/spieler/525704
44136,252,domenico-criscito,Domenico Criscito,Napoli,Italy,1986-12-30,Defender,Left-Back,Left,183,https://www.transfermarkt.co.uk/domenico-criscito/profil/spieler/44136
301236,252,francesco-cassata,Francesco Cassata,(SP),Italy,1997-07-16,Midfield,Central Midfield,Right,183,https://www.transfermarkt.co.uk/francesco-cassata/profil/spieler/301236
68864,252,kevin-strootman,Kevin Strootman,Netherlands,Netherlands,1990-02-13,Midfield,Central Midfield,Left,186,https://www.transfermarkt.co.uk/kevin-strootman/profil/spieler/68864
29594,130,graziano-pelle,Graziano Pelle,Italy,Italy,1985-07-15,Attack,Centre-Forward,Right,194,https://www.transfermarkt.co.uk/graziano-pelle/profil/spieler/29594
394304,252,manolo-portanova,Manolo Portanova,"Napoli, Campania",Italy,2000-06-02,Midfield,Attacking Midfield,Right,183,https://www.transfermarkt.co.uk/manolo-portanova/profil/spieler/394304
205940,252,marko-pjaca,Marko Pjaca,Croatia,Croatia,1995-05-06,Attack,Left Winger,Right,186,https://www.transfermarkt.co.uk/marko-pjaca/profil/spieler/205940
46105,252,ivan-radovanovic,Ivan Radovanovic,Jugoslawien (SFR),Serbia,1988-08-29,Midfield,Defensive Midfield,Right,187,https://www.transfermarkt.co.uk/ivan-radovanovic/profil/spieler/46105
358166,252,eldor-shomurodov,Eldor Shomurodov,Uzbekistan,Uzbekistan,1995-06-29,Attack,Centre-Forward,Right,190,https://www.transfermarkt.co.uk/eldor-shomurodov/profil/spieler/358166
173859,252,davide-zappacosta,Davide Zappacosta,FR,Italy,1992-06-11,Midfield,Right Midfield,Right,182,https://www.transfermarkt.co.uk/davide-zappacosta/profil/spieler/173859
313477,252,paolo-ghiglione,Paolo Ghiglione,Italy,Italy,1997-02-02,Midfield,Right Midfield,Right,191,https://www.transfermarkt.co.uk/paolo-ghiglione/profil/spieler/313477
34344,252,cristian-zapata,Cristian Zapata,Colombia,Colombia,1986-09-30,Defender,Centre-Back,Right,187,https://www.transfermarkt.co.uk/cristian-zapata/profil/spieler/34344
700998,130,chaka-traore,Chaka Traore,,Cote d'Ivoire,2004-12-23,Attack,Left Winger,Right,175,https://www.transfermarkt.co.uk/chaka-traore/profil/spieler/700998
199927,252,davide-biraschi,Davide Biraschi,Italy,Italy,1994-07-02,Defender,Centre-Back,Right,182,https://www.transfermarkt.co.uk/davide-biraschi/profil/spieler/199927
12563,252,goran-pandev,Goran Pandev,Jugoslawien (SFR),North Macedonia,1983-07-27,Attack,Second Striker,Left,184,https://www.transfermarkt.co.uk/goran-pandev/profil/spieler/12563
163048,252,alberto-paleari,Alberto Paleari,MI,Italy,1992-08-29,Goalkeeper,,Right,193,https://www.transfermarkt.co.uk/alberto-paleari/profil/spieler/163048
315862,252,filippo-melegoni,Filippo Melegoni,"Bergamo, Lombardia",Italy,1999-02-18,Midfield,Central Midfield,Right,186,https://www.transfermarkt.co.uk/filippo-melegoni/profil/spieler/315862
22318,252,federico-marchetti,Federico Marchetti,"Vicenza, Veneto",Italy,1983-02-07,Goalkeeper,,Left,188,https://www.transfermarkt.co.uk/federico-marchetti/profil/spieler/22318
346567,252,luca-pellegrini,Luca Pellegrini,"Roma, Lazio",Italy,1999-03-07,Defender,Left-Back,Left,178,https://www.transfermarkt.co.uk/luca-pellegrini/profil/spieler/346567
40633,252,milan-badelj,Milan Badelj,Jugoslawien (SFR),Croatia,1989-02-25,Midfield,Defensive Midfield,Right,186,https://www.transfermarkt.co.uk/milan-badelj/profil/spieler/40633
242940,252,edoardo-goldaniga,Edoardo Goldaniga,Italy,Italy,1993-11-02,Defender,Centre-Back,Right,193,https://www.transfermarkt.co.uk/edoardo-goldaniga/profil/spieler/242940
315867,252,gianluca-scamacca,Gianluca Scamacca,"Roma, Lazio",Italy,1999-01-01,Attack,Centre-Forward,Right,195,https://www.transfermarkt.co.uk/gianluca-scamacca/profil/spieler/315867
309393,252,lennart-czyborra,Lennart Czyborra,Germany,Germany,1999-05-03,Midfield,Left Midfield,Left,181,https://www.transfermarkt.co.uk/lennart-czyborra/profil/spieler/309393
197473,130,alberto-grassi,Alberto Grassi,"Brescia, Lombardia",Italy,1995-03-07,Midfield,Central Midfield,Right,183,https://www.transfermarkt.co.uk/alberto-grassi/profil/spieler/197473
21905,252,valon-behrami,Valon Behrami,Kosovo,Switzerland,1985-04-19,Midfield,Defensive Midfield,Right,184,https://www.transfermarkt.co.uk/valon-behrami/profil/spieler/21905
496706,126,montassar-talbi,Montassar Talbi,France,Tunisia,1998-05-26,Defender,Centre-Back,Right,190,https://www.transfermarkt.co.uk/montassar-talbi/profil/spieler/496706
329630,2293,levan-shengelia,Levan Shengelia,Georgia,Georgia,1995-10-27,Attack,Right Winger,Left,184,https://www.transfermarkt.co.uk/levan-shengelia/profil/spieler/329630
252056,7775,akin-alkan,Akin Alkan,Üsküdar,Turkey,1989-07-26,Goalkeeper,,Right,186,https://www.transfermarkt.co.uk/akin-alkan/profil/spieler/252056
25942,3205,cristian-sapunaru,Cristian Sapunaru,Romania,Romania,1984-04-05,Defender,Centre-Back,Right,187,https://www.transfermarkt.co.uk/cristian-sapunaru/profil/spieler/25942
616894,10484,eren-elmali,Eren Elmali,Kartal,Turkey,2000-07-07,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/eren-elmali/profil/spieler/616894
251078,868,erdi-dikmen,Erdi Dikmen,Turkey,Turkey,1997-02-06,Defender,Centre-Back,Left,195,https://www.transfermarkt.co.uk/erdi-dikmen/profil/spieler/251078
874114,868,kaan-cinkaya,Kaan Cinkaya,,Turkey,2004-01-06,Goalkeeper,,,0,https://www.transfermarkt.co.uk/kaan-cinkaya/profil/spieler/874114
256777,39722,gokhan-kardes,Gokhan Kardes,Belgium,Turkey,1997-05-15,Defender,Centre-Back,Right,188,https://www.transfermarkt.co.uk/gokhan-kardes/profil/spieler/256777
353970,589,bahadir-ozturk,Bahadir Ozturk,Gaziosmanpasa,Turkey,1995-10-01,Defender,Centre-Back,Right,185,https://www.transfermarkt.co.uk/bahadir-ozturk/profil/spieler/353970
554066,589,ali-eren-iyican,Ali Eren Iyican,Turkey,Turkey,1999-06-26,Defender,Left-Back,Left,175,https://www.transfermarkt.co.uk/ali-eren-iyican/profil/spieler/554066
128105,1467,peter-zulj,Peter Zulj,Austria,Austria,1993-06-09,Midfield,Central Midfield,Left,185,https://www.transfermarkt.co.uk/peter-zulj/profil/spieler/128105
623040,252,yayah-kallon,Yayah Kallon,Sierra Leone,Sierra Leone,2001-06-30,Attack,Second Striker,Left,0,https://www.transfermarkt.co.uk/yayah-kallon/profil/spieler/623040
345105,589,gokdeniz-bayrakdar,Gokdeniz Bayrakdar,Kandira,Turkey,2001-11-23,Attack,Right Winger,Left,181,https://www.transfermarkt.co.uk/gokdeniz-bayrakdar/profil/spieler/345105
131694,2381,olarenwaju-kayode,Olarenwaju Kayode,Nigeria,Nigeria,1993-05-08,Attack,Centre-Forward,Right,176,https://www.transfermarkt.co.uk/olarenwaju-kayode/profil/spieler/131694
174344,2381,faycal-fajr,Faycal Fajr,France,Morocco,1988-08-01,Midfield,Central Midfield,Right,179,https://www.transfermarkt.co.uk/faycal-fajr/profil/spieler/174344
391496,820,mustafa-seyhan,Mustafa Seyhan,Altindag,Turkey,1996-04-23,Midfield,Defensive Midfield,Right,0,https://www.transfermarkt.co.uk/mustafa-seyhan/profil/spieler/391496
76386,2381,mustapha-yatabare,Mustapha Yatabare,France,Mali,1986-01-26,Attack,Centre-Forward,Right,186,https://www.transfermarkt.co.uk/mustapha-yatabare/profil/spieler/76386
28140,2381,max-gradel,Max Gradel,Cote d'Ivoire,Cote d'Ivoire,1987-11-30,Attack,Left Winger,Right,175,https://www.transfermarkt.co.uk/max-gradel/profil/spieler/28140
869933,2832,okkes-karaoglu,Okkes Karaoglu,,Turkey,2001-04-23,Midfield,Central Midfield,Right,0,https://www.transfermarkt.co.uk/okkes-karaoglu/profil/spieler/869933
254249,2381,aaron-appindangoye,Aaron Appindangoye,Gabon,Gabon,1992-02-20,Defender,Centre-Back,Right,184,https://www.transfermarkt.co.uk/aaron-appindangoye/profil/spieler/254249
361264,2381,kerem-atakan-kesgin,Kerem Atakan Kesgin,Turhal,Turkey,2000-11-05,Midfield,Central Midfield,Right,176,https://www.transfermarkt.co.uk/kerem-atakan-kesgin/profil/spieler/361264
124422,2381,robin-yalcin,Robin Yalcin,Germany,Germany,1994-01-25,Defender,Centre-Back,Right,185,https://www.transfermarkt.co.uk/robin-yalcin/profil/spieler/124422
170644,2381,ziya-erdal,Ziya Erdal,Zara,Turkey,1988-01-05,Defender,Left-Back,Left,173,https://www.transfermarkt.co.uk/ziya-erdal/profil/spieler/170644
72422,2381,mamadou-samassa,Mamadou Samassa,France,Mali,1990-02-16,Goalkeeper,,Right,198,https://www.transfermarkt.co.uk/mamadou-samassa/profil/spieler/72422
625812,1467,yilmaz-basravi,Yilmaz Basravi,Kiziltepe,Turkey,2000-03-13,Attack,Left Winger,,0,https://www.transfermarkt.co.uk/yilmaz-basravi/profil/spieler/625812
172163,2381,ugur-ciftci,Ugur Ciftci,Turkey,Turkey,1992-05-04,Defender,Left-Back,Left,179,https://www.transfermarkt.co.uk/ugur-ciftci/profil/spieler/172163
216608,2381,alaaddin-okumus,Alaaddin Okumus,Altindag,Turkey,1995-08-23,Defender,Right-Back,Right,175,https://www.transfermarkt.co.uk/alaaddin-okumus/profil/spieler/216608
343044,2381,payam-niazmand,Payam Niazmand,Iran,Iran,1995-04-06,Goalkeeper,,Right,194,https://www.transfermarkt.co.uk/payam-niazmand/profil/spieler/343044
85127,2381,hakan-arslan,Hakan Arslan,Fatih,Turkey,1988-07-18,Midfield,Central Midfield,Right,186,https://www.transfermarkt.co.uk/hakan-arslan/profil/spieler/85127
390379,19789,mustafa-eskihellac,Mustafa Eskihellac,Turkey,Turkey,1997-05-05,Attack,Left Winger,Right,175,https://www.transfermarkt.co.uk/mustafa-eskihellac/profil/spieler/390379
157993,2381,caner-osmanpasa,Caner Osmanpasa,Turkey,Turkey,1988-01-15,Defender,Centre-Back,Right,182,https://www.transfermarkt.co.uk/caner-osmanpasa/profil/spieler/157993
306382,19789,benjamin-tetteh,Benjamin Tetteh,Ghana,Ghana,1997-07-10,Attack,Centre-Forward,Both,193,https://www.transfermarkt.co.uk/benjamin-tetteh/profil/spieler/306382
649266,19789,jospin-nshimirimana,Jospin Nshimirimana,Burundi,Burundi,2001-12-12,Midfield,Defensive Midfield,Right,178,https://www.transfermarkt.co.uk/jospin-nshimirimana/profil/spieler/649266
332049,19789,issam-chebake,Issam Chebake,Morocco,Morocco,1989-10-12,Defender,Right-Back,Right,175,https://www.transfermarkt.co.uk/issam-chebake/profil/spieler/332049
157178,2381,ali-sasal-vural,Ali Sasal Vural,Konak,Turkey,1990-07-10,Goalkeeper,,Both,187,https://www.transfermarkt.co.uk/ali-sasal-vural/profil/spieler/157178
36200,19789,olcay-sahan,Olcay Sahan,Germany,Turkey,1987-05-26,Attack,Right Winger,Right,179,https://www.transfermarkt.co.uk/olcay-sahan/profil/spieler/36200
145581,19789,afriyie-acquah,Afriyie Acquah,Ghana,Ghana,1992-01-05,Midfield,Central Midfield,Right,179,https://www.transfermarkt.co.uk/afriyie-acquah/profil/spieler/145581
331089,19789,stevie-mallan,Stevie Mallan,Scotland,Scotland,1996-03-25,Midfield,Central Midfield,Right,180,https://www.transfermarkt.co.uk/stevie-mallan/profil/spieler/331089
225335,19789,wallace,Wallace,Brazil,Brazil,1994-10-14,Defender,Centre-Back,Right,191,https://www.transfermarkt.co.uk/wallace/profil/spieler/225335
169927,2381,muammer-yildirim,Muammer Yildirim,Egil,Turkey,1990-09-14,Goalkeeper,,Left,190,https://www.transfermarkt.co.uk/muammer-yildirim/profil/spieler/169927
330876,19789,kubilay-kanatsizkus,Kubilay Kanatsizkus,Osmangazi,Turkey,1997-03-28,Attack,Centre-Forward,Left,190,https://www.transfermarkt.co.uk/kubilay-kanatsizkus/profil/spieler/330876
876532,833,mehmet-ali-ulaman,Mehmet Ali Ulaman,,Turkey,2003-04-03,Attack,Right Winger,Right,0,https://www.transfermarkt.co.uk/mehmet-ali-ulaman/profil/spieler/876532
44059,6646,ervin-zukanovic,Ervin Zukanovic,Jugoslawien (SFR),Bosnia-Herzegovina,1987-02-11,Defender,Centre-Back,Left,188,https://www.transfermarkt.co.uk/ervin-zukanovic/profil/spieler/44059
226169,19789,ahmed-ildiz,Ahmed Ildiz,Austria,Turkey,1996-11-29,Midfield,Central Midfield,Right,181,https://www.transfermarkt.co.uk/ahmed-ildiz/profil/spieler/226169
361514,833,gorkem-can,Gorkem Can,Germany,Turkey,2000-05-04,Defender,Centre-Back,Left,186,https://www.transfermarkt.co.uk/gorkem-can/profil/spieler/361514
289898,833,ozer-ozdemir,Ozer Ozdemir,France,Turkey,1998-02-05,Defender,Right-Back,Right,178,https://www.transfermarkt.co.uk/ozer-ozdemir/profil/spieler/289898
820661,833,emirhan-kascioglu,Emirhan Kascioglu,Karayazi,Turkey,2001-01-01,Defender,Centre-Back,Right,0,https://www.transfermarkt.co.uk/emirhan-kascioglu/profil/spieler/820661
606276,833,asim-aksungur,Asim Aksungur,Turkey,Turkey,2000-10-08,Midfield,Attacking Midfield,,0,https://www.transfermarkt.co.uk/asim-aksungur/profil/spieler/606276
52262,833,ozgur-cek,Ozgur Cek,Erbaa,Turkey,1991-01-03,Defender,Left-Back,Left,174,https://www.transfermarkt.co.uk/ozgur-cek/profil/spieler/52262
271335,833,fabiano,Fabiano,Brazil,Brazil,1991-11-18,Defender,Centre-Back,Right,188,https://www.transfermarkt.co.uk/fabiano/profil/spieler/271335
477938,833,ali-yavuz-kol,Ali Yavuz Kol,Turkey,Turkey,2001-01-29,Attack,Centre-Forward,Right,175,https://www.transfermarkt.co.uk/ali-yavuz-kol/profil/spieler/477938
820647,833,alaattin-oner,Alaattin Oner,,Turkey,2004-03-30,Midfield,Attacking Midfield,,0,https://www.transfermarkt.co.uk/alaattin-oner/profil/spieler/820647
199958,833,oguz-yilmaz,Oguz Yilmaz,Sisli,Turkey,1993-01-01,Defender,Centre-Back,Right,185,https://www.transfermarkt.co.uk/oguz-yilmaz/profil/spieler/199958
811332,833,eren-kiryolcu,Eren Kiryolcu,Yildirim,Turkey,2003-02-21,Midfield,Central Midfield,Right,186,https://www.transfermarkt.co.uk/eren-kiryolcu/profil/spieler/811332
70176,833,muris-mesanovic,Muris Mesanovic,Jugoslawien (SFR),Bosnia-Herzegovina,1990-07-06,Attack,Centre-Forward,Right,177,https://www.transfermarkt.co.uk/muris-mesanovic/profil/spieler/70176
293956,833,huseyin-altintas,Huseyin Altintas,Turkey,Turkey,1994-09-11,Goalkeeper,,Right,192,https://www.transfermarkt.co.uk/huseyin-altintas/profil/spieler/293956
636752,833,veton-tusha,Veton Tusha,Kosovo,Kosovo,2002-12-29,Attack,Centre-Forward,Right,183,https://www.transfermarkt.co.uk/veton-tusha/profil/spieler/636752
222608,833,hasan-ayaroglu,Hasan Ayaroglu,Turkey,Turkey,1995-03-22,Attack,Left Winger,Left,176,https://www.transfermarkt.co.uk/hasan-ayaroglu/profil/spieler/222608
876831,833,ferhat-erdogan,Ferhat Erdogan,Turkey,Turkey,2001-06-18,Midfield,Defensive Midfield,,0,https://www.transfermarkt.co.uk/ferhat-erdogan/profil/spieler/876831
198728,833,hadi-sacko,Hadi Sacko,France,Mali,1994-03-24,Attack,Right Winger,Left,183,https://www.transfermarkt.co.uk/hadi-sacko/profil/spieler/198728
114491,833,sakib-aytac,Sakib Aytac,Konak,Turkey,1991-11-24,Defender,Left-Back,Left,187,https://www.transfermarkt.co.uk/sakib-aytac/profil/spieler/114491
796259,833,abdulkadir-sunger,Abdulkadir Sunger,Turkey,Turkey,2000-05-24,Goalkeeper,,Left,188,https://www.transfermarkt.co.uk/abdulkadir-sunger/profil/spieler/796259
606277,833,ali-eren-yalcin,Ali Eren Yalcin,Turkey,Turkey,2001-05-30,Goalkeeper,,Right,187,https://www.transfermarkt.co.uk/ali-eren-yalcin/profil/spieler/606277
869935,833,furkan-uslu,Furkan Uslu,Osmangazi,Turkey,2002-09-06,Midfield,Central Midfield,,0,https://www.transfermarkt.co.uk/furkan-uslu/profil/spieler/869935
114791,833,ahmed-yasin,Ahmed Yasin,Iraq,Iraq,1991-04-22,Attack,Right Winger,Right,183,https://www.transfermarkt.co.uk/ahmed-yasin/profil/spieler/114791
820662,833,burak-gumustas,Burak Gumustas,Nazilli,Turkey,2001-06-26,Defender,Centre-Back,,0,https://www.transfermarkt.co.uk/burak-gumustas/profil/spieler/820662
339432,833,muhammet-ozkal,Muhammet Ozkal,Körfez,Turkey,1999-11-26,Defender,Centre-Back,Right,183,https://www.transfermarkt.co.uk/muhammet-ozkal/profil/spieler/339432
103559,833,mix-diskerud,Mix Diskerud,Norway,United States,1990-10-02,Midfield,Central Midfield,Right,184,https://www.transfermarkt.co.uk/mix-diskerud/profil/spieler/103559
88371,19789,eray-iscan,Eray Iscan,Turkey,Turkey,1991-07-19,Goalkeeper,,Right,197,https://www.transfermarkt.co.uk/eray-iscan/profil/spieler/88371
54148,19789,adem-buyuk,Adem Buyuk,Hopa,Turkey,1987-08-30,Attack,Left Winger,Right,177,https://www.transfermarkt.co.uk/adem-buyuk/profil/spieler/54148
248763,19789,fernando-zuqui,Fernando Zuqui,Argentina,Argentina,1991-11-27,Midfield,Central Midfield,Right,170,https://www.transfermarkt.co.uk/fernando-zuqui/profil/spieler/248763
165711,19789,erkan-kas,Erkan Kas,Niksar,Turkey,1991-09-10,Defender,Left-Back,Left,183,https://www.transfermarkt.co.uk/erkan-kas/profil/spieler/165711
860256,19789,philip-gameli-awuku,Philip Gameli Awuku,Ghana,Ghana,2000-04-27,Defender,Centre-Back,Left,187,https://www.transfermarkt.co.uk/philip-gameli-awuku/profil/spieler/860256
621391,19789,murat-aksit,Murat Aksit,Pendik,Turkey,2002-01-02,Goalkeeper,,Right,0,https://www.transfermarkt.co.uk/murat-aksit/profil/spieler/621391
77828,833,mathieu-dossevi,Mathieu Dossevi,France,Togo,1988-02-12,Attack,Right Winger,Right,174,https://www.transfermarkt.co.uk/mathieu-dossevi/profil/spieler/77828
600222,19789,jetmir-topalli,Jetmir Topalli,Kosovo,Kosovo,1998-02-07,Attack,Centre-Forward,Right,188,https://www.transfermarkt.co.uk/jetmir-topalli/profil/spieler/600222
81649,2381,sergiy-rybalka,Sergiy Rybalka,UdSSR,Ukraine,1990-04-01,Midfield,Defensive Midfield,Right,176,https://www.transfermarkt.co.uk/sergiy-rybalka/profil/spieler/81649
398809,19789,aly-malle,Aly Malle,Mali,Mali,1998-04-03,Attack,Right Winger,Left,176,https://www.transfermarkt.co.uk/aly-malle/profil/spieler/398809
98131,19789,zeki-yavru,Zeki Yavru,Turkey,Turkey,1991-09-05,Defender,Right-Back,Right,178,https://www.transfermarkt.co.uk/zeki-yavru/profil/spieler/98131
220969,833,radoslaw-murawski,Radoslaw Murawski,Poland,Poland,1994-04-22,Midfield,Central Midfield,Right,173,https://www.transfermarkt.co.uk/radoslaw-murawski/profil/spieler/220969
249446,833,ayman-ben-mohamed,Ayman Ben Mohamed,England,Tunisia,1994-12-08,Defender,Left-Back,Left,175,https://www.transfermarkt.co.uk/ayman-ben-mohamed/profil/spieler/249446
147518,19789,bulent-cevahir,Bulent Cevahir,Selcuk,Turkey,1992-02-13,Defender,Left-Back,Left,171,https://www.transfermarkt.co.uk/bulent-cevahir/profil/spieler/147518
60709,19789,semih-kaya,Semih Kaya,Bergama,Turkey,1991-02-24,Defender,Centre-Back,Right,183,https://www.transfermarkt.co.uk/semih-kaya/profil/spieler/60709
10143,19789,umut-bulut,Umut Bulut,Yesilhisar,Turkey,1983-03-15,Attack,Centre-Forward,Right,184,https://www.transfermarkt.co.uk/umut-bulut/profil/spieler/10143
540067,19789,dogukan-emeksiz,Dogukan Emeksiz,Kagithane,Turkey,2000-01-05,Attack,Right Winger,Right,179,https://www.transfermarkt.co.uk/dogukan-emeksiz/profil/spieler/540067
333004,19789,karim-hafez,Karim Hafez,Egypt,Egypt,1996-03-12,Defender,Left-Back,Left,175,https://www.transfermarkt.co.uk/karim-hafez/profil/spieler/333004
158946,2381,erdogan-yesilyurt,Erdogan Yesilyurt,Germany,Turkey,1993-11-06,Attack,Right Winger,Both,178,https://www.transfermarkt.co.uk/erdogan-yesilyurt/profil/spieler/158946
291758,2381,ahmet-oguz,Ahmet Oguz,Sorgun,Turkey,1993-01-16,Defender,Right-Back,Right,176,https://www.transfermarkt.co.uk/ahmet-oguz/profil/spieler/291758
203330,2381,tyler-boyd,Tyler Boyd,New Zealand,United States,1994-12-30,Attack,Right Winger,Right,183,https://www.transfermarkt.co.uk/tyler-boyd/profil/spieler/203330
8552,2381,arouna-kone,Arouna Kone,Cote d'Ivoire,Cote d'Ivoire,1983-11-11,Attack,Centre-Forward,Right,181,https://www.transfermarkt.co.uk/arouna-kone/profil/spieler/8552
392810,2381,casimir-ninga,Casimir Ninga,Chad,Chad,1993-05-17,Attack,Left Winger,Right,186,https://www.transfermarkt.co.uk/casimir-ninga/profil/spieler/392810
470166,2381,muhammet-can-tuncer,Muhammet Can Tuncer,Turkey,Turkey,2000-01-16,Goalkeeper,,Right,185,https://www.transfermarkt.co.uk/muhammet-can-tuncer/profil/spieler/470166
68275,2381,claudemir,Claudemir,Brazil,Brazil,1988-03-27,Midfield,Defensive Midfield,Right,185,https://www.transfermarkt.co.uk/claudemir/profil/spieler/68275
291397,2381,samba-camara,Samba Camara,France,Mali,1992-11-14,Defender,Centre-Back,Left,190,https://www.transfermarkt.co.uk/samba-camara/profil/spieler/291397
99327,2381,isaac-cofie,Isaac Cofie,Ghana,Ghana,1991-09-20,Midfield,Defensive Midfield,Right,184,https://www.transfermarkt.co.uk/isaac-cofie/profil/spieler/99327
159079,19789,ertac-ozbir,Ertac Ozbir,Seyhan,Turkey,1989-10-25,Goalkeeper,,Right,187,https://www.transfermarkt.co.uk/ertac-ozbir/profil/spieler/159079
149516,1467,atinc-nukan,Atinc Nukan,Fatih,Turkey,1993-07-20,Defender,Centre-Back,Left,196,https://www.transfermarkt.co.uk/atinc-nukan/profil/spieler/149516
480705,1467,cherif-ndiaye,Cherif Ndiaye,Leona Thiaro,Senegal,1996-01-23,Attack,Centre-Forward,Right,190,https://www.transfermarkt.co.uk/cherif-ndiaye/profil/spieler/480705
251930,2381,jorge-felix,Jorge Felix,Spain,Spain,1991-08-22,Attack,Centre-Forward,Right,175,https://www.transfermarkt.co.uk/jorge-felix/profil/spieler/251930
160512,1467,kubilay-sonmez,Kubilay Sonmez,Germany,Turkey,1994-06-17,Midfield,Defensive Midfield,Right,183,https://www.transfermarkt.co.uk/kubilay-sonmez/profil/spieler/160512
288858,1467,murat-paluli,Murat Paluli,Turkey,Turkey,1994-08-09,Defender,Right-Back,Right,175,https://www.transfermarkt.co.uk/murat-paluli/profil/spieler/288858
85291,1467,soner-aydogdu,Soner Aydogdu,Turkey,Turkey,1991-01-05,Midfield,Central Midfield,Left,180,https://www.transfermarkt.co.uk/soner-aydogdu/profil/spieler/85291
241902,1467,berkan-emir,Berkan Emir,Izmit,Turkey,1988-02-06,Defender,Left-Back,Left,178,https://www.transfermarkt.co.uk/berkan-emir/profil/spieler/241902
826377,19789,eric-ndizeye,Eric Ndizeye,Burundi,Burundi,1999-08-22,Defender,Centre-Back,Right,187,https://www.transfermarkt.co.uk/eric-ndizeye/profil/spieler/826377
98536,1467,adis-jahovic,Adis Jahovic,Jugoslawien (SFR),North Macedonia,1987-03-18,Attack,Centre-Forward,Right,191,https://www.transfermarkt.co.uk/adis-jahovic/profil/spieler/98536
364861,1467,fousseni-diabate,Fousseni Diabate,France,Mali,1995-10-18,Attack,Right Winger,Left,175,https://www.transfermarkt.co.uk/fousseni-diabate/profil/spieler/364861
667563,1467,efe-binici,Efe Binici,Turkey,Turkey,2001-02-04,Midfield,Central Midfield,Both,176,https://www.transfermarkt.co.uk/efe-binici/profil/spieler/667563
615430,1467,arda-ozcimen,Arda Ozcimen,Konak,Turkey,2002-01-08,Goalkeeper,,Right,188,https://www.transfermarkt.co.uk/arda-ozcimen/profil/spieler/615430
660139,1467,metin-yildirim,Metin Yildirim,Buca,Turkey,2000-02-25,Midfield,Central Midfield,Left,182,https://www.transfermarkt.co.uk/metin-yildirim/profil/spieler/660139
